time,soil_moisture,temperature,air_humidity
1588210956,874,24.9,83.0
1588212240,874,24.9,95.0
1588213521,880,24.9,95.0
1588214746,874,24.9,95.0
1588215984,871,24.8,80.0
1588217298,866,24.8,92.0
1588218552,870,24.8,95.0
1588219762,878,24.8,94.0
1588221008,878,24.8,86.0
1588222193,879,24.8,95.0
1588223375,876,24.8,95.0
1588224638,874,24.8,95.0
1588225881,872,24.8,90.0
1588227065,869,24.8,92.0
1588228378,866,24.8,81.0
1588229609,880,24.6,93.0
1588230600,880,24.5,94.0
1588231614,874,24.5,94.0
1588232961,878,24.5,78.0
1588234272,884,24.6,95.0
1588235497,871,24.7,88.0
1588236792,871,24.7,91.0
1588238027,878,24.8,90.0
1588239248,873,25.0,91.0
1588240447,889,25.1,95.0
1588241753,878,25.1,94.0
1588242971,895,25.1,92.0
1588244213,874,25.1,88.0
1588245799,881,25.0,88.0
1588247050,873,25.2,95.0
1588248102,876,25.2,95.0
1588249179,879,25.3,95.0
1588250245,894,25.3,95.0
1588251317,876,25.4,95.0
1588252417,889,25.3,95.0
1588253538,892,25.3,95.0
1588254616,883,25.3,95.0
1588255599,886,25.2,95.0
1588256773,873,25.2,95.0
1588257868,886,25.2,95.0
1588258949,890,25.3,95.0
1588262587,879,25.1,95.0
1588263585,885,25.2,95.0
1588264546,889,25.2,95.0
1588265509,866,25.2,95.0
1588266483,886,25.2,95.0
1588267467,878,25.2,95.0
1588268432,885,25.2,95.0
1588269393,880,25.4,95.0
1588270361,870,25.4,95.0
1588271323,884,25.5,95.0
1588272289,877,25.5,95.0
1588273397,878,25.4,82.0
1588274937,874,25.3,95.0
1588276950,885,25.2,90.0
1588278265,888,25.2,95.0
1588280631,876,25.2,95.0
1588281719,884,25.1,95.0
1588282748,879,25.1,95.0
1588283794,880,25.0,95.0
1588284779,871,25.0,95.0
1588285851,885,24.9,95.0
1588286836,890,24.9,95.0
1588287804,874,24.8,95.0
1588288814,893,24.8,95.0
1588289776,886,24.8,95.0
1588290751,874,24.8,95.0
1588291715,884,24.8,95.0
1588292715,880,24.6,95.0
1588293684,889,24.6,95.0
1588294686,879,24.6,95.0
1588295655,894,24.5,95.0
1588296620,888,24.5,95.0
1588297568,878,24.5,95.0
1588298513,890,24.5,95.0
1588299476,885,24.5,95.0
1588300451,895,24.3,95.0
1588301427,886,24.3,95.0
1588302394,897,24.3,95.0
1588303363,890,24.3,95.0
1588304340,886,24.3,95.0
1588305318,890,24.3,95.0
1588306289,897,24.3,95.0
1588307256,889,24.3,95.0
1588308241,883,24.4,95.0
1588309210,906,24.4,95.0
1588310179,888,24.5,95.0
1588311154,878,24.5,95.0
1588312124,881,24.5,95.0
1588313099,893,24.6,95.0
1588314067,903,24.6,95.0
1588315039,886,24.6,95.0
1588316007,897,24.6,95.0
1588316981,905,24.4,95.0
1588317961,888,24.7,95.0
1588318930,882,24.7,95.0
1588319900,885,25.0,95.0
1588320876,908,25.1,95.0
1588321860,883,25.1,92.0
1588322832,890,25.1,95.0
1588323830,879,25.1,85.0
1588324833,898,25.1,93.0
1588325821,894,25.1,86.0
1588326804,879,25.2,82.0
1588327771,893,25.2,75.0
1588328737,912,25.2,77.0
1588329705,890,25.2,78.0
1588330671,898,25.2,79.0
1588331647,907,25.3,70.0
1588332619,912,25.3,70.0
1588333614,874,25.3,73.0
1588334617,903,25.4,76.0
1588335619,880,25.4,80.0
1588336609,903,25.4,81.0
1588337611,905,25.4,83.0
1588338635,913,25.4,83.0
1588339635,890,25.4,86.0
1588340646,894,25.4,90.0
1588341622,894,25.4,90.0
1588342593,894,25.4,92.0
1588345860,915,25.4,94.0
1588346983,893,25.4,95.0
1588348292,888,25.4,89.0
1588349617,895,25.5,94.0
1588350617,886,25.5,95.0
1588351612,895,25.5,93.0
1588352583,927,25.5,94.0
1588353575,894,25.5,95.0
1588354559,906,25.2,95.0
1588355561,902,25.2,94.0
1588356600,889,25.3,91.0
1588357617,927,25.3,93.0
1588358607,918,24.9,90.0
1588359588,924,24.9,92.0
1588360580,941,24.8,94.0
1588361579,928,24.8,95.0
1588362554,927,24.7,94.0
1588363534,932,24.6,93.0
1588364613,895,24.6,93.0
1588365580,945,25.1,93.0
1588366544,921,25.2,93.0
1588367517,945,25.2,93.0
1588368490,849,25.4,94.0
1588369486,939,25.3,95.0
1588370482,936,25.4,94.0
1588371492,925,25.4,95.0
1588372469,874,25.3,95.0
1588373437,944,25.4,95.0
1588374400,946,25.4,94.0
1588375379,941,25.3,93.0
1588376401,945,25.2,94.0
1588377361,944,25.3,93.0
1588378322,943,25.2,93.0
1588379292,943,25.2,93.0
1588380261,945,25.2,93.0
1588381271,962,25.1,93.0
1588382260,942,25.1,93.0
1588383236,907,25.0,95.0
1588384199,852,24.8,90.0
1588385167,941,25.0,94.0
1588386128,951,24.7,94.0
1588387085,886,24.8,95.0
1588388045,884,24.7,95.0
1588389004,952,24.7,95.0
1588389963,927,24.6,95.0
1588390924,937,24.6,95.0
1588391888,927,24.6,95.0
1588392848,928,24.6,95.0
1588393814,929,24.6,95.0
1588394774,933,24.6,95.0
1588395736,928,24.8,95.0
1588396710,938,24.6,95.0
1588397669,931,24.6,95.0
1588398628,936,24.8,95.0
1588399590,860,24.8,95.0
1588400550,942,24.9,94.0
1588401511,898,25.0,94.0
1588402477,945,25.0,90.0
1588403438,945,25.1,92.0
1588404400,915,25.1,86.0
1588405360,931,25.0,84.0
1588406322,936,25.1,80.0
1588407287,941,25.2,79.0
1588408275,949,25.2,82.0
1588409251,944,25.4,85.0
1588410220,916,25.5,83.0
1588411183,951,25.5,87.0
1588412177,926,25.5,89.0
1588413141,949,25.5,77.0
1588414104,941,25.5,86.0
1588415066,933,25.5,84.0
1588416033,925,25.6,83.0
1588417000,936,25.7,77.0
1588417971,932,25.7,82.0
1588418938,889,25.7,83.0
1588419921,940,25.7,84.0
1588420893,879,25.7,83.0
1588421868,924,25.7,80.0
1588422838,895,25.7,79.0
1588423833,930,25.7,84.0
1588424818,821,25.7,88.0
1588425795,931,25.7,91.0
1588426761,928,25.8,91.0
1588427727,953,25.8,91.0
1588428693,941,25.7,92.0
1588429662,931,25.8,93.0
1588430641,888,25.8,95.0
1588431642,932,25.8,95.0
1588432661,904,25.8,95.0
1588433652,926,25.8,95.0
1588434621,940,25.8,95.0
1588435603,941,25.8,91.0
1588436575,924,25.9,91.0
1588437656,927,25.9,95.0
1588438639,926,25.9,95.0
1588439609,928,25.9,95.0
1588440594,931,25.9,94.0
1588441559,936,25.9,95.0
1588442524,926,25.9,95.0
1588443490,933,25.8,95.0
